Sum of /data_set/feature/v,Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row Labels,Area Method of Moments of MFCCs Overall Average,Area Method of Moments of MFCCs Overall Standard Deviation,Beat Sum Overall Average,Beat Sum Overall Standard Deviation,Compactness Overall Average,Compactness Overall Standard Deviation,Fraction Of Low Energy Windows Overall Average,Fraction Of Low Energy Windows Overall Standard Deviation,LPC Overall Average,LPC Overall Standard Deviation,Method of Moments Overall Average,Method of Moments Overall Standard Deviation,Root Mean Square Overall Average,Root Mean Square Overall Standard Deviation,Spectral Centroid Overall Average,Spectral Centroid Overall Standard Deviation,Spectral Flux Overall Average,Spectral Flux Overall Standard Deviation,Spectral Rolloff Point Overall Average,Spectral Rolloff Point Overall Standard Deviation,Spectral Variability Overall Average,Spectral Variability Overall Standard Deviation,Strength Of Strongest Beat Overall Average,Strength Of Strongest Beat Overall Standard Deviation,Strongest Beat Overall Average,Strongest Beat Overall Standard Deviation,Zero Crossings Overall Average,Zero Crossings Overall Standard Deviation,Grand Total
FEARFUL024G.wav,6.17649E+15,5.54897E+13,26.19,0.7894,1688,180.1,0.5941,0.04053,-0.4209,1.8547,37682790.21,8984731.797,0.03012,0.01574,66.96,43.21,0.0001284,0.0002292,0.4423,0.2439,0.0006683,0.000341,0.009168,0.0001789,184.2,22.6,142.8,73.38,6.23197E+15
FEARFUL025F.wav,6.37047E+15,5.66328E+13,22.73,0.7821,1639,178.9,0.6868,0.08041,-1.08922,1.9958,56342864.11,13068265.96,0.02823,0.01933,49.91,45.05,0.0001185,0.000346,0.3875,0.3188,0.0006536,0.0004343,0.01005,0.0002328,136.4,25.56,118.9,83.88,6.42711E+15
FEARFUL025G.wav,6.58643E+15,6.88301E+13,119.9,14.91,1685,173.1,0.7288,0.09037,-0.96936,1.6718,63135147.51,15165261.76,0.0676,0.07302,48.81,35.55,0.0005588,0.002262,0.365,0.2693,0.001711,0.002013,0.0108,0.0005418,155.6,69.44,113.1,67.63,6.65526E+15
FEARFUL026F.wav,6.75141E+15,2.60464E+13,0,0,1629,230.7,0.5848,0.009955,-0.14068,2.2959,53165106.62,20902766.26,0.04494,0.01645,31.6,33.04,0.0001728,0.0002354,0.2123,0.2692,0.00111,0.0004757,0,0,0,0,74.5,64.69,6.77745E+15
FEARFUL026G.wav,7.18437E+15,2.27118E+14,73.62,23.79,1696,150.9,0.6242,0.06766,-0.53765,2.1138,40136966.67,10620379.57,0.04944,0.02723,62.04,35.45,0.0001906,0.000355,0.3967,0.2441,0.001184,0.0007052,0.009453,0.0004138,148.5,79.39,135.6,64.42,7.41149E+15
FEARFUL027G.wav,7.73436E+15,8.84017E+13,45.81,6.89,1615,200.4,0.5765,0.05905,0.20633,1.9189,50226504.69,10875388.72,0.04112,0.01712,56.57,29.46,0.0001647,0.0002829,0.3522,0.2385,0.0009589,0.0004045,0.009758,0.0001834,219.7,9.608,118,53.66,7.82276E+15
FEARFUL028F.wav,8.05531E+15,9.71958E+13,9.098,1.354,1619,175.3,0.6895,0.05988,-0.85418,1.9504,52978555.88,10460813.34,0.01914,0.01687,81.38,48.32,0.0001057,0.0003481,0.5717,0.2647,0.0004105,0.0003529,0.0103,0.0003828,126.7,59.7,177.2,82.42,8.15251E+15
FEARFUL031F.wav,8.42923E+15,1.19137E+14,107.1,16.31,1605,149.8,0.6936,0.03531,-1.0842,1.9247,59231784.45,14041362.25,0.06437,0.06134,26.46,28.52,0.0004389,0.001045,0.2056,0.2626,0.001635,0.001696,0.009438,0.0005718,106.5,46.06,72.72,60.1,8.54836E+15
FEARFUL033F.wav,8.96312E+15,1.9031E+14,44.09,15.09,1653,178.8,0.6995,0.05312,-0.56562,2.0726,57583430.57,17388034.16,0.03924,0.02621,45.03,41.84,0.0001855,0.0003924,0.3317,0.3006,0.0009231,0.0006526,0.009882,0.0006568,176.3,25.83,105.6,76.77,9.15343E+15
FEARFUL033G.wav,9.51715E+15,1.29108E+14,20.17,4.402,1617,159.8,0.6304,0.05026,-0.23071,2.6974,34000879.34,24200562.48,0.02405,0.02138,34.21,24.04,0.0001831,0.0003618,0.2071,0.1575,0.0006041,0.0005431,0.01009,0.0006331,190.9,36.31,77.4,43.39,9.64625E+15
FEARFUL038G.wav,9.92217E+15,1.0442E+14,17.09,7.659,1672,171.1,0.5641,0.06643,-0.27978,1.7688,34685144.77,19730530.58,0.02734,0.01678,22.68,22.63,0.00005896,0.00009448,0.1397,0.1723,0.0006796,0.0004406,0.0128,0.001565,220.6,7.977E-13,56.13,43.54,1.00266E+16
FEARFUL039G.wav,1.02292E+16,7.04145E+13,47.18,1.249,1658,169.6,0.5635,0.08062,-0.13849,1.47063,39888473,18280924.26,0.04168,0.01697,18.72,9.091,0.0001338,0.0002618,0.1055,0.07826,0.001039,0.0004746,0.009472,0.0002457,220.6,8.601E-14,48.77,23.47,1.02996E+16
FEARFUL040G.wav,1.05092E+16,9.38651E+13,126.1,7.325,1574,174.7,0.5997,0.04158,-0.7322,1.37481,51398830.93,15618912.03,0.0719,0.03344,8.696,5.411,0.0004852,0.0006529,0.0504,0.05992,0.00184,0.000973,0.009115,0.000207,220.6,5.988E-13,29.87,18.02,1.0603E+16
FEARFUL041G.wav,1.08391E+16,9.58031E+13,98.82,6.832,1624,175.8,0.5367,0.03683,-0.93139,1.7891,65974347.29,26981315.02,0.06054,0.02372,10.28,14.8,0.0001491,0.0002402,0.07145,0.1759,0.001572,0.000651,0.009258,0.0001665,219.9,4.618,30.11,34.29,1.09349E+16
FEARFUL043G.wav,1.1469E+16,2.71112E+14,21.86,12.36,1601,157.2,0.6542,0.06334,-0.61289,1.973,53399220.64,19153741.15,0.02745,0.02177,30.32,34.96,0.00009549,0.0002341,0.2214,0.2728,0.0006788,0.0006,0.01015,0.000912,191,33.53,74.46,68.58,1.17401E+16
FEARFUL046G.wav,1.2079E+16,7.86971E+13,31.11,1.049,1562,152.4,0.6515,0.0299,-0.17494,1.8689,53606240.94,13732160.81,0.03283,0.02362,89.7,47.33,0.0002354,0.0005561,0.5927,0.262,0.0006867,0.0005702,0.009544,0.0001655,150.4,29.77,182.1,81.37,1.21577E+16
FEARFUL048G.wav,1.25689E+16,2.05413E+14,45.23,13.77,1624,152.7,0.6254,0.07642,-0.83509,1.6542,65678412.51,13041403.21,0.03995,0.02647,58.82,43.85,0.0001753,0.0003623,0.4293,0.2895,0.0008958,0.0006652,0.009399,0.0004885,196.7,42.66,132.7,76.86,1.27744E+16
FEARFUL052G.wav,1.32589E+16,1.95415E+14,7.996,0.7549,1625,155.1,0.6484,0.06905,-0.8831,1.9397,59035638.01,15634403.73,0.01714,0.01057,55.29,36.55,0.00004639,0.0001996,0.3966,0.2487,0.0003802,0.0002364,0.009485,0.0004227,155.3,23.1,130.1,63.33,1.34543E+16
FEARFUL055G.wav,1.38689E+16,1.57104E+14,43.49,9.064,1623,147.7,0.5677,0.05296,-0.92441,1.5199,58594736.88,14696330.51,0.03817,0.01741,38.74,25.94,0.0001149,0.00014,0.2928,0.2105,0.0008574,0.0003703,0.009927,0.0006246,220.6,6.832E-13,103,48.74,1.4026E+16
FEARFUL057G.wav,1.43888E+16,1.43014E+14,39.07,6.527,1591,155.5,0.5726,0.04991,-0.92748,1.5258,54342415.92,8518338.178,0.03933,0.01984,43.45,31.43,0.0001303,0.0002532,0.343,0.2271,0.0008816,0.0004911,0.009218,0.0001931,154.4,28.59,108.3,57.02,1.45319E+16
FEARFUL058G.wav,1.48788E+16,1.36727E+14,29.65,4.591,1588,151.9,0.5782,0.03192,-0.57348,2.2295,48087263.17,24862503.67,0.03067,0.01955,33.29,43.51,0.0001067,0.0003022,0.2335,0.3122,0.0007328,0.000449,0.009575,0.0002071,185.1,21.42,74.95,86.69,1.50155E+16
FEARFUL059G.wav,1.54487E+16,1.97527E+14,33.74,2.742,1672,179.5,0.5852,0.03584,-0.85446,2.0843,52628549.31,21416029.83,0.03394,0.01754,36.23,37.29,0.00008587,0.0001446,0.2657,0.2846,0.0008258,0.0004558,0.008917,0.0002345,172.1,67.62,88.21,68.31,1.56462E+16
FEARFUL060G.wav,1.62886E+16,2.83535E+14,85.52,27.45,1643,159.9,0.6038,0.04634,-0.82321,2.0802,49199299.33,23451747.96,0.05444,0.03553,27.07,35.49,0.0001743,0.00037,0.1886,0.2666,0.001378,0.0009635,0.009713,0.0005181,187.4,54.13,65.61,70.22,1.65721E+16
FEARFUL061G.wav,1.71585E+16,2.22036E+14,102,47.4,1606,169.6,0.6681,0.05978,-0.622108,1.9295,49880686.12,23747289.55,0.0692,0.05715,19.43,27.77,0.0004612,0.001358,0.1439,0.2346,0.00182,0.001601,0.01104,0.001529,105.4,82.55,49.88,58.05,1.73805E+16
FEARFUL062G.wav,1.78083E+16,1.54229E+14,53.35,4.533,1699,162.9,0.6931,0.06617,-1.01517,1.5515,50332600.74,14063086.74,0.04577,0.02981,16.21,18.64,0.000165,0.000394,0.1137,0.1785,0.001162,0.0008349,0.009313,0.0002526,217.5,15.53,48.84,40.12,1.79626E+16
FEARFUL063G.wav,1.94182E+16,7.84073E+14,122.9,115.9,1576,168.7,0.5838,0.08206,-0.63593,1.7954,45456618.53,25796503.68,0.05866,0.05247,12.64,20.2,0.0003628,0.001827,0.08329,0.1644,0.001544,0.001459,0.01236,0.004191,217.1,13.61,35.55,42.06,2.02022E+16
FEARFUL067G.wav,2.1088E+16,1.72716E+14,45.04,9.384,1631,146.4,0.6018,0.03967,-0.51435,1.5391,57094472.55,10708754.17,0.04146,0.02483,21.82,22.92,0.0001436,0.0003171,0.1515,0.2122,0.001046,0.0006782,0.00914,0.0002198,157.8,76.15,59.71,48.14,2.12607E+16
FEARFUL069G.wav,2.19679E+16,3.34139E+14,47.09,7.13,1592,161.6,0.5897,0.06747,-0.883418,1.4858,58826852.77,16371511.89,0.04333,0.01938,17.93,18.91,0.0001315,0.000245,0.1217,0.1861,0.001088,0.0005545,0.009297,0.0002693,207.1,17.81,54.05,40.64,2.23021E+16
FEARFUL070G.wav,2.28879E+16,1.95018E+14,18.22,2.231,1609,207.9,0.619,0.05994,-0.56188,2.3462,45180727.37,15878432.18,0.02426,0.02086,53.17,49.05,0.000111,0.0003239,0.3596,0.321,0.0005637,0.0005067,0.01018,0.000541,181.9,43.11,114.4,90.32,2.30829E+16
FEARFUL073G.wav,2.38077E+16,3.39709E+14,96.97,68.78,1697,175.1,0.6641,0.05996,-0.557954,1.9696,48886152.17,20424943.23,0.0547,0.06582,25.07,30.82,0.0004409,0.001292,0.1713,0.2474,0.001397,0.00179,0.01446,0.00428,150.7,88.28,61.7,62.29,2.41474E+16
FEARFUL080G.wav,2.45676E+16,1.00808E+14,0,0,1601,230.3,0.612,0.05724,-0.500104,2.0638,53731096.3,15481415.71,0.0311,0.01754,51.52,41.83,0.0001318,0.0002321,0.3749,0.3055,0.0007196,0.0004086,0,0,0,0,115.8,73.53,2.46684E+16
Grand Total,4.89642E+17,6.39808E+15,2317.184,550.0554,81491,8858,30.7202,2.586245,-34.904602,94.62322,2651051885,855091930.6,2.07984,1.31932,2007.949,1655.012,0.00984213,0.0239342,14.27806,12.32428,0.0507972,0.034729,0.443567,0.02667098,7839.1,1416.8,4688.8,3116.85,4.9604E+17
